Year,FAFSA_CA_Dream_Act_Submitted,FAFSA_CA_Dream_Act_Completed,Cal_Grant_Submitted,Cal_Grant_Completed,Cal_Grant_Awarded,Enrollment,County,School_District,High_School,City
2023,140,132,121,116,54,271,Sacramento,Galt Joint Union High,Liberty Ranch High,Galt
2022,74,61,56,47,9,271,Santa Barbara,Santa Maria Joint Union High,Delta High,Santa Maria
2023,181,167,168,156,75,270,El Dorado,Lake Tahoe Unified,South Tahoe High,South Lake Tahoe
2022,239,224,236,223,152,270,Los Angeles,Los Angeles Unified,Panorama High,Panorama City
2022,226,204,215,197,134,270,Los Angeles,Los Angeles Unified,Abraham Lincoln Senior High,Los Angeles
2023,191,143,170,126,90,270,Los Angeles,Norwalk-La Mirada Unified,John H. Glenn High,Norwalk
2023,172,159,154,144,75,270,Sacramento,San Juan Unified,El Camino Fundamental High,Sacramento
2023,204,186,178,167,83,270,Sonoma,Sonoma Valley Unified,Sonoma Valley High,Sonoma
2022,156,126,148,123,68,269,Fresno,Coalinga-Huron Unified,Coalinga High,Coalinga
2023,190,184,186,181,143,269,Los Angeles,El Monte Union High,South El Monte High,South El Monte
2022,149,147,145,143,42,269,Los Angeles,San Marino Unified,San Marino High,San Marino
2022,194,179,185,174,135,269,Los Angeles,Whittier Union High,Pioneer High,Whittier
2022,137,124,130,119,78,269,Sacramento,Natomas Unified,Natomas High,Sacramento
2023,102,91,20,16,1,269,Santa Barbara,Santa Maria Joint Union High,Delta High,Santa Maria
2023,89,83,77,73,22,268,Kern,Tehachapi Unified,Tehachapi High,Tehachapi
2023,175,135,150,117,80,268,Sacramento,Twin Rivers Unified,Foothill High,Sacramento
2022,27,21,22,17,5,268,Tulare,Visalia Unified,Sequoia High,Visalia
2022,79,75,73,72,25,267,Kern,Tehachapi Unified,Tehachapi High,Tehachapi
2022,185,175,180,171,74,267,San Diego,San Diego Unified,Mission Bay High,San Diego
2023,220,187,208,177,134,266,Los Angeles,Los Angeles Unified,Arleta High,Arleta
2022,42,36,42,36,12,266,Los Angeles,Acton-Agua Dulce Unified,Assurance Learning Academy,Los Angeles
2022,131,111,127,108,64,266,Monterey,South Monterey County Joint Union High,King City High,King City
2023,47,40,35,32,8,266,San Bernardino,Chaffey Joint Union High,Valley View High (Continuation),Ontario
2022,131,119,123,114,65,266,Shasta,Shasta Union High,Enterprise High,Redding
2022,173,162,161,155,62,266,Sonoma,Sonoma Valley Unified,Sonoma Valley High,Sonoma
2023,155,141,138,130,51,265,Contra Costa,Martinez Unified,Alhambra Senior High,Martinez
2023,157,131,140,117,87,265,Contra Costa,Mt. Diablo Unified,Ygnacio Valley High,Concord
2023,40,35,37,32,13,265,San Diego,Borrego Springs Unified,San Diego Workforce Innovation High,National City
2023,179,163,164,151,90,264,Fresno,Kingsburg Joint Union High,Kingsburg High,Kingsburg
2023,298,261,276,242,156,264,Los Angeles,Los Angeles Unified,Hollywood Senior High,Los Angeles
2023,127,110,110,96,46,264,Sonoma,Santa Rosa High,Elsie Allen High,Santa Rosa
2022,39,31,37,30,,263,Los Angeles,Downey Unified,Columbus (Christopher) High,Downey
2023,238,220,231,216,141,263,Los Angeles,Los Angeles Unified,Augustus Hawkins High,Los Angeles
2023,264,252,244,233,161,263,Los Angeles,Los Angeles Unified,Sylmar Charter High,Sylmar
2023,211,181,198,170,135,263,San Diego,San Diego Unified,Crawford High,San Diego
2023,191,179,174,167,71,263,San Diego,Valley Center-Pauma Unified,Valley Center High,Valley Center
2023,140,125,122,110,70,262,Los Angeles,Pomona Unified,Pomona High,Pomona
2023,192,178,176,167,68,262,Shasta,Shasta Union High,Shasta High,Redding
2022,205,199,199,195,95,261,Los Angeles,Glendale Unified,Anderson W. Clark Magnet High,La Crescenta
2022,179,158,159,141,28,261,Riverside,Val Verde Unified,Val Verde High,Perris
2022,139,110,131,105,67,260,Contra Costa,Mt. Diablo Unified,Ygnacio Valley High,Concord
2022,162,135,153,131,81,260,Kings,Hanford Joint Union High,Hanford West High,Hanford
2022,151,143,143,137,50,260,Sacramento,Galt Joint Union High,Liberty Ranch High,Galt
2023,197,169,184,161,80,259,Fresno,Coalinga-Huron Unified,Coalinga High,Coalinga
2022,167,155,163,153,91,259,Los Angeles,Azusa Unified,Azusa High,Azusa
2023,232,203,220,193,131,259,Los Angeles,Los Angeles Unified,Abraham Lincoln Senior High,Los Angeles
2023,186,170,170,154,112,259,Los Angeles,Los Angeles Unified,Manual Arts Senior High,Los Angeles
2023,125,116,108,103,42,259,San Luis Obispo,Atascadero Unified,Atascadero High,Atascadero
2023,243,212,227,203,98,258,Los Angeles,Los Angeles Unified,Valley Academy of Arts and Sciences,Granada Hills
2022,146,141,137,133,63,258,Santa Barbara,Lompoc Unified,Cabrillo High,Lompoc
2022,55,49,55,49,26,257,Los Angeles,Duarte Unified,"Options For Youth - Duarte, Inc",City Of Industry
2023,58,44,47,37,12,257,Tulare,Visalia Unified,Sequoia High,Visalia
2022,200,190,198,188,83,256,Los Angeles,Pasadena Unified,Marshall Fundamental,Pasadena
2022,170,162,166,161,32,256,Orange,Laguna Beach Unified,Laguna Beach High,Laguna Beach
2023,179,175,173,172,34,256,Placer,Roseville Joint Union High,West Park High,Roseville
2022,113,105,109,102,37,256,San Mateo,Cabrillo Unified,Half Moon Bay High,Half Moon Bay
2023,165,157,146,142,68,256,Santa Barbara,Lompoc Unified,Cabrillo High,Lompoc
2023,178,156,167,147,61,256,Santa Cruz,Santa Cruz City High,Harbor High,Santa Cruz
2022,234,214,230,211,129,255,Fresno,Fresno Unified,Erma Duncan Polytechnical High,Fresno
2023,217,200,200,190,125,255,Kern,McFarland Unified,McFarland High School Early College,Mcfarland
2023,145,140,135,130,60,255,Sacramento,San Juan Unified,Casa Roble Fundamental High,Orangevale
2022,110,104,106,103,48,255,Sacramento,San Juan Unified,Casa Roble Fundamental High,Orangevale
2023,108,96,96,86,51,254,San Bernardino,Morongo Unified,Yucca Valley High,Yucca Valley
2022,157,152,153,149,59,253,El Dorado,El Dorado Union High,El Dorado High,Placerville
2023,145,126,139,122,42,253,San Mateo,Cabrillo Unified,Half Moon Bay High,Half Moon Bay
2022,202,177,193,173,124,253,Tulare,Cutler-Orosi Joint Unified,Orosi High,Orosi
2022,35,34,30,30,9,253,Ventura,Oxnard Union High,Condor High,Oxnard
2022,75,71,64,61,41,252,Butte,Oroville Union High,Oroville High,Oroville
2022,10,8,10,8,4,252,San Diego,Spencer Valley Elementary,California Virtual Academy @ San Diego,Simi Valley
2023,161,150,146,137,76,252,Santa Clara,San Jose Unified,Gunderson High,San Jose
2022,156,150,150,145,102,252,Yuba,Marysville Joint Unified,Lindhurst High,Olivehurst
2022,126,118,123,116,94,251,Fresno,Washington Unified,Washington High,Fresno
2023,102,91,102,91,43,251,San Diego,Spencer Valley Elementary,California Virtual Academy @ San Diego,Simi Valley
2023,184,164,169,153,103,251,Tehama,Corning Union High,Corning High,Corning
2023,189,182,173,168,55,251,Ventura,Simi Valley Unified,Santa Susana High,Simi Valley
2022,137,123,126,116,48,250,El Dorado,Lake Tahoe Unified,South Tahoe High,South Lake Tahoe
2022,167,150,164,147,74,250,Fresno,Kingsburg Joint Union High,Kingsburg High,Kingsburg
2022,16,15,12,12,2,250,San Bernardino,Chaffey Joint Union High,Valley View High (Continuation),Ontario
2022,153,141,151,139,76,250,San Joaquin,Manteca Unified,Weston Ranch High,Stockton
2023,131,121,,,,250,Santa Clara,Morgan Hill Unified,Live Oak High,Morgan Hill
2022,156,136,149,132,88,249,Los Angeles,Azusa Unified,Gladstone High,Covina
2022,178,175,178,175,54,249,Los Angeles,Duarte Unified,California School of the Arts - San Gabriel Valley,Duarte
2022,113,88,105,83,47,249,Los Angeles,Pomona Unified,Pomona High,Pomona
2022,60,58,60,58,25,249,San Diego,Dehesa Elementary,Cabrillo Point Academy,El Cajon
2023,153,144,153,144,67,249,San Diego,Escondido Union High,Escondido Charter High,Escondido
2022,159,149,150,144,59,249,Solano,Dixon Unified,Dixon High,Dixon
2023,154,144,141,132,57,248,El Dorado,El Dorado Union High,Union Mine High,El Dorado
2022,160,144,157,142,93,248,Humboldt,Eureka City Schools,Eureka Senior High,Eureka
2022,210,185,205,182,142,248,Los Angeles,Compton Unified,Compton High,Compton
2023,150,136,150,136,84,248,Los Angeles,Acton-Agua Dulce Unified,Options for Youth-Acton,Fontana
2022,163,150,157,146,64,248,Santa Clara,San Jose Unified,Gunderson High,San Jose
2023,200,190,181,179,56,247,Marin,Novato Unified,San Marin High,Novato
2023,110,98,91,82,13,247,Riverside,Perris Union High,Perris Lake High (Continuation),Perris
2022,37,35,35,33,13,246,Riverside,Hemet Unified,Alessandro High,Hemet
2022,147,125,141,121,87,246,San Diego,San Diego Unified,Crawford High,San Diego
2023,,,,,,245,Los Angeles,Los Angeles Unified,Joseph Pomeroy Widney Career Preparatory and Transition Center,Los Angeles
2023,173,160,150,143,38,245,Riverside,Val Verde Unified,Val Verde High,Perris
2023,172,153,157,142,101,244,Los Angeles,Hacienda la Puente Unified,La Puente High,La Puente
2023,64,47,52,39,21,244,San Bernardino,Fontana Unified,Citrus High (Continuation),Fontana
2023,183,171,169,157,103,244,Shasta,Shasta Union High,Enterprise High,Redding
2023,172,160,162,152,91,244,Stanislaus,Newman-Crows Landing Unified,Orestimba High,Newman
2022,161,146,157,143,109,244,Tulare,Lindsay Unified,Lindsay Senior High,Lindsay
2023,99,98,84,83,39,244,Yuba,Wheatland Union High,Wheatland Union High,Wheatland
2022,122,111,118,107,73,243,Los Angeles,Hacienda la Puente Unified,William Workman High,City Of Industry
2023,198,193,198,193,70,242,Los Angeles,Duarte Unified,California School of the Arts - San Gabriel Valley,Duarte
2022,118,109,113,107,30,242,San Joaquin,Ripon Unified,Ripon High,Ripon
2022,167,155,162,154,70,242,San Luis Obispo,San Luis Coastal Unified,Morro Bay High,Morro Bay
2023,205,174,195,167,131,242,Tulare,Porterville Unified,Granite Hills High,Porterville
2023,199,186,180,171,100,242,Ventura,Fillmore Unified,Fillmore Senior High,Fillmore
2023,161,157,147,145,55,241,Humboldt,Northern Humboldt Union High,Arcata High,Arcata
2023,200,187,192,180,138,241,Tulare,Lindsay Unified,Lindsay Senior High,Lindsay
2022,205,203,199,197,95,240,San Bernardino,San Bernardino City Unified,Pacific High,San Bernardino
2023,257,234,239,223,176,239,Los Angeles,Los Angeles Unified,West Adams Preparatory High,Los Angeles
2023,104,80,47,35,13,239,San Bernardino,Hesperia Unified,Mojave High,Hesperia
2022,114,102,104,96,33,239,Santa Clara,Morgan Hill Unified,Live Oak High,Morgan Hill
2022,180,162,179,161,119,238,Los Angeles,Los Angeles Unified,Augustus Hawkins High,Los Angeles
2023,208,179,187,165,122,238,Tulare,Cutler-Orosi Joint Unified,Orosi High,Orosi
2022,199,192,198,192,54,238,Ventura,Ventura Unified,Foothill Technology High,Ventura
2022,155,128,150,126,67,236,Los Angeles,Hacienda la Puente Unified,La Puente High,La Puente
2023,53,51,53,51,19,235,Kern,Maricopa Unified,Blue Ridge Academy,Maricopa
2022,120,114,117,112,59,235,Madera,Chowchilla Union High,Chowchilla Union High,Chowchilla
2023,59,38,50,32,12,235,San Diego,San Diego Unified,Twain High,San Diego
2022,143,135,139,134,56,235,Ventura,Simi Valley Unified,Santa Susana High,Simi Valley
2022,139,135,138,134,60,234,Alameda,Alameda Unified,Encinal Junior/Senior High,Alameda
2023,158,141,144,129,76,234,Kern,Taft Union High,Taft Union High,Taft
2022,164,146,149,133,82,233,Sacramento,Twin Rivers Unified,Foothill High,Sacramento
2022,,,,,,233,San Francisco,San Francisco Unified,Five Keys Independence HS (SF Sheriff's),San Francisco
2022,1,1,,,,233,San Joaquin,San Joaquin County Office of Education,Venture Academy,Stockton
2023,196,185,184,178,64,233,Ventura,Ventura Unified,Foothill Technology High,Ventura
2023,114,94,100,84,62,232,Alameda,Oakland Unified,Fremont High,Oakland
2023,100,84,86,75,55,232,Butte,Oroville Union High,Oroville High,Oroville
2023,234,202,216,191,136,232,Los Angeles,Los Angeles Unified,Maywood Academy High,Maywood
2022,236,223,231,219,157,232,Los Angeles,Los Angeles Unified,Downtown Business High,Los Angeles
2023,154,141,147,134,86,232,Madera,Chowchilla Union High,Chowchilla Union High,Chowchilla
2023,29,23,26,22,9,231,Alameda,Oakland Unified,Rudsdale Continuation High,Oakland
2023,152,140,137,130,63,231,Kings,Hanford Joint Union High,Sierra Pacific High,Hanford
2022,225,219,218,214,98,231,Los Angeles,Los Angeles Unified,Sherman Oaks Center for Enriched Studies,Reseda
2023,182,167,174,163,124,231,Monterey,Monterey Peninsula Unified,Seaside High,Seaside
2023,136,116,127,110,77,231,Orange,Newport-Mesa Unified,Estancia High,Costa Mesa
2023,187,168,179,163,113,231,San Diego,San Diego Unified,Madison High,San Diego
2023,195,190,186,183,51,231,Santa Cruz,Santa Cruz City High,Santa Cruz High,Santa Cruz
2022,127,122,116,112,38,230,Humboldt,Northern Humboldt Union High,Arcata High,Arcata
2023,180,160,166,149,102,230,Los Angeles,Azusa Unified,Gladstone High,Covina
2022,207,201,204,198,139,230,Los Angeles,Los Angeles Unified,Felicitas and Gonzalo Mendez High,Los Angeles
2022,1,1,1,1,1,230,Los Angeles,Los Angeles Unified,Joseph Pomeroy Widney Career Preparatory and Transition Center,Los Angeles
2023,119,105,103,95,49,230,Sacramento,Galt Joint Union High,Galt High,Galt
2022,167,156,167,156,80,229,Los Angeles,Los Angeles Unified,Port of Los Angeles High,San Pedro
2022,179,153,174,148,104,229,Los Angeles,Los Angeles Unified,Maywood Academy High,Maywood
2022,128,120,119,114,71,229,Santa Clara,San Jose Unified,San Jose High,San Jose
2023,203,181,189,167,120,228,Los Angeles,Compton Unified,Compton High,Compton
2022,67,63,61,58,21,228,San Diego,Borrego Springs Unified,San Diego Workforce Innovation High,National City
2023,90,79,90,79,46,228,San Joaquin,San Joaquin County Office of Education,Venture Academy,Stockton
2023,53,37,46,33,,227,Los Angeles,Montebello Unified,Vail High (Continuation),Montebello
2023,15,9,,,,227,Los Angeles,Norwalk-La Mirada Unified,El Camino High (Continuation),Whittier
2022,145,139,139,133,59,226,Kings,Hanford Joint Union High,Sierra Pacific High,Hanford
2022,161,137,154,134,102,225,Fresno,Parlier Unified,Parlier High,Parlier
2022,118,98,115,97,66,225,Los Angeles,Pomona Unified,Ganesha High,Pomona
2022,127,115,125,113,65,225,Tehama,Corning Union High,Corning High,Corning
2023,162,156,148,144,92,224,Los Angeles,West Covina Unified,Edgewood High,West Covina
2022,47,41,41,35,3,223,Orange,Santa Ana Unified,Cesar E. Chavez High,Santa Ana
2023,129,108,114,96,62,223,Riverside,Banning Unified,Banning High,Banning
2023,103,95,91,87,42,222,Del Norte,Del Norte County Unified,Del Norte High,Crescent City
2023,68,65,62,61,27,222,Fresno,Clovis Unified,Clovis Online Charter,Clovis
2022,194,188,192,187,89,222,Los Angeles,Los Angeles Unified,Los Angeles Center for Enriched Studies,Los Angeles
2022,12,12,12,12,6,222,Sacramento,San Juan Unified,Options for Youth-San Juan,Carmichael
2022,102,92,96,88,50,222,Santa Clara,East Side Union High,James Lick High,San Jose
2022,161,148,155,145,94,221,Kern,McFarland Unified,McFarland High School Early College,Mcfarland
2022,35,28,31,25,5,221,Orange,Santa Ana Unified,Lorin Griset Academy,Santa Ana
2023,160,141,147,131,65,221,Solano,Dixon Unified,Dixon High,Dixon
2023,85,67,77,62,11,220,Orange,Fullerton Joint Union High,La Vista High (Continuation),Fullerton
2022,26,23,26,23,9,220,San Joaquin,Ripon Unified,California Connections Academy Northern California,Ripon
2023,191,177,186,173,150,219,Los Angeles,Los Angeles Unified,Edward R. Roybal Learning Center,Los Angeles
2023,145,134,126,117,76,219,Yuba,Marysville Joint Unified,Lindhurst High,Olivehurst
2023,161,152,150,142,61,218,Alameda,Alameda Unified,Encinal Junior/Senior High,Alameda
2023,158,145,119,111,55,217,Los Angeles,Pasadena Unified,Marshall Fundamental,Pasadena
2023,139,133,132,130,27,217,Monterey,Carmel Unified,Carmel High,Carmel
2023,116,96,106,90,50,217,San Bernardino,Rim of the World Unified,Rim of the World Senior High,Lake Arrowhead
2023,98,96,98,96,79,217,Sonoma,Roseland,Roseland Charter,Santa Rosa
2022,26,25,24,23,10,216,Contra Costa,Mt. Diablo Unified,Olympic Continuation High,Concord
2022,116,111,112,107,63,216,Humboldt,Fortuna Union High,Fortuna Union High,Fortuna
2023,209,185,191,175,117,216,Los Angeles,Compton Unified,Centennial High,Compton
2022,168,157,162,152,113,216,Monterey,Monterey Peninsula Unified,Seaside High,Seaside
2023,164,159,155,152,64,216,San Joaquin,Ripon Unified,Ripon High,Ripon
2022,14,13,14,13,1,216,Santa Clara,East Side Union High,Foothill High,San Jose
2022,112,109,106,106,,215,Alameda,Piedmont City Unified,Piedmont High,Piedmont
2023,92,83,64,59,38,215,Fresno,Fresno Unified,J. E. Young Academic Center,Fresno
2023,199,195,194,192,137,215,Los Angeles,Los Angeles Unified,Felicitas and Gonzalo Mendez High,Los Angeles
2023,198,167,181,154,103,214,Fresno,Parlier Unified,Parlier High,Parlier
2022,114,103,114,103,70,214,Los Angeles,Palmdale Elementary,Palmdale Aerospace Academy,Palmdale
2022,159,148,154,144,90,214,Los Angeles,Compton Unified,Centennial High,Compton
2022,204,200,199,196,105,214,Sacramento,Sacramento City Unified,West Campus,Sacramento
2022,62,62,60,60,24,213,Kern,Maricopa Unified,Blue Ridge Academy,Maricopa
2023,196,169,180,160,130,213,Los Angeles,Los Angeles Unified,Dr. Maya Angelou Community High,Los Angeles
2022,40,34,33,29,11,213,Sacramento,Twin Rivers Unified,Keema School for Independent Study,Sacramento
2023,91,90,84,84,28,213,Sutter,Sutter Union High,Sutter High,Sutter
2022,186,162,176,158,110,212,Fresno,Fowler Unified,Fowler High,Fowler
2023,200,188,193,183,94,212,Los Angeles,Los Angeles Unified,Los Angeles Center for Enriched Studies,Los Angeles
2023,135,120,127,113,78,212,Los Angeles,Hacienda la Puente Unified,William Workman High,City Of Industry
2023,129,114,114,103,58,212,Santa Clara,San Jose Unified,San Jose High,San Jose
2023,190,180,180,172,83,211,Fresno,Mendota Unified,Mendota High,Mendota
2023,17,14,,,,211,Orange,Huntington Beach Union High,Valley Vista High,Fountain Valley
